rt,choice,conflict_level,subj_idx
0.51,1,0.25,0
1.8000000000000012,1,0.25,0
1.4400000000000008,1,1.0,0
0.5700000000000001,1,0.25,0
0.4700000000000001,1,0.75,0
1.0700000000000005,1,0.25,0
2.7699999999999902,1,1.0,0
1.0100000000000005,1,0.0,0
0.6000000000000001,1,0.0,0
4.129999999999962,1,0.5,0
0.9100000000000004,1,0.0,0
2.0800000000000014,1,1.0,0
2.78999999999999,1,0.0,0
5.1699999999999395,1,0.75,0
0.7400000000000002,1,0.75,0
1.630000000000001,1,1.0,0
0.8300000000000003,1,0.75,0
1.640000000000001,1,0.5,0
0.8200000000000003,1,0.75,0
1.1800000000000006,1,1.0,0
0.39,1,0.75,0
0.8100000000000003,1,0.25,0
7.839999999999883,1,1.0,0
3.5099999999999745,1,0.5,0
1.4500000000000008,1,0.25,0
2.8999999999999875,1,0.75,0
3.099999999999983,1,0.75,0
2.349999999999999,1,0.0,0
0.9500000000000004,1,0.0,0
2.0100000000000016,1,1.0,0
7.779999999999884,1,1.0,0
1.530000000000001,1,1.0,0
3.209999999999981,1,0.25,0
1.0900000000000005,1,0.25,0
1.1800000000000006,1,0.75,0
1.0400000000000005,1,0.0,0
2.0500000000000016,1,0.5,0
1.680000000000001,1,0.0,0
2.829999999999989,1,0.25,0
1.700000000000001,1,0.75,0
0.8800000000000003,1,0.75,0
0.55,1,1.0,0
3.0499999999999843,1,0.75,0
1.9600000000000013,1,1.0,0
1.2500000000000007,1,0.5,0
1.550000000000001,1,0.5,0
2.0500000000000016,1,1.0,0
1.0300000000000005,1,1.0,0
0.56,1,0.25,0
1.1900000000000006,1,0.5,0
0.5,1,0.25,0
4.519999999999953,1,0.75,0
2.589999999999994,1,0.5,0
1.670000000000001,1,0.25,0
1.8800000000000012,1,0.75,0
0.6200000000000001,1,0.5,0
1.550000000000001,1,0.75,0
0.8700000000000003,1,0.0,0
1.0900000000000005,1,1.0,0
1.1300000000000006,1,0.25,0
2.3299999999999996,1,0.5,0
0.7600000000000002,1,0.5,0
0.6800000000000002,1,0.5,0
1.4900000000000009,1,0.25,0
2.0800000000000014,1,0.5,0
0.8200000000000003,1,1.0,0
0.8000000000000003,1,0.75,0
2.2100000000000017,1,1.0,0
0.6100000000000001,1,0.0,0
0.7300000000000002,1,0.75,0
5.419999999999934,1,1.0,0
1.8100000000000012,1,0.0,0
0.9500000000000004,1,0.0,0
0.6500000000000001,1,0.0,0
2.919999999999987,1,0.75,0
0.8200000000000003,1,1.0,0
3.4999999999999747,1,0.25,0
0.8600000000000003,1,0.0,0
1.9700000000000013,1,0.25,0
2.729999999999991,1,0.75,0
2.6699999999999924,1,0.75,0
1.2400000000000007,1,0.25,0
0.9700000000000004,1,0.0,0
8.39999999999987,1,0.0,0
0.9800000000000004,1,1.0,0
0.5800000000000001,1,0.5,0
0.9600000000000004,1,0.25,0
1.0900000000000005,1,1.0,0
0.9800000000000004,1,1.0,0
9.589999999999845,1,1.0,0
1.1000000000000005,1,0.0,0
0.7600000000000002,1,1.0,0
7.579999999999888,1,0.5,0
1.2700000000000007,1,0.25,0
1.3900000000000008,1,0.5,0
0.8800000000000003,1,0.25,0
0.54,1,0.0,0
1.3400000000000007,1,0.75,0
2.1000000000000014,1,0.5,0
1.0600000000000005,1,0.5,0
1.9000000000000012,1,1.0,1
1.3100000000000007,1,0.0,1
0.6000000000000001,1,0.75,1
0.8700000000000003,1,0.5,1
2.0600000000000014,1,0.0,1
1.3800000000000008,1,0.75,1
3.619999999999972,1,1.0,1
1.0300000000000005,1,0.0,1
1.0200000000000005,1,0.25,1
0.6800000000000002,1,1.0,1
1.0300000000000005,1,1.0,1
0.9100000000000004,1,0.75,1
1.750000000000001,1,0.25,1
0.9700000000000004,1,0.0,1
1.660000000000001,1,0.75,1
1.8400000000000012,1,0.5,1
1.9400000000000013,1,0.0,1
2.1800000000000015,1,0.75,1
1.0800000000000005,1,0.0,1
1.8100000000000012,1,1.0,1
1.2400000000000007,1,1.0,1
0.7700000000000002,1,0.0,1
3.199999999999981,1,0.25,1
